slot_id,zone,aisle,x,y,level,capacity,category
2092,7,28,18.0,65.5,6,57,general
2093,7,29,22.0,65.5,5,63,fragile
2094,7,30,26.0,65.5,6,53,fragile
2095,7,31,30.0,65.5,4,53,general
2096,8,32,2.0,65.5,6,65,general
2097,8,33,6.0,65.5,6,68,fragile
2098,8,34,10.0,65.5,4,58,general
2099,8,35,14.0,65.5,6,60,fragile
2100,9,36,18.0,65.5,5,67,fragile
2101,9,37,22.0,65.5,4,54,fast
2102,9,38,26.0,65.5,6,64,general
2103,9,39,30.0,65.5,5,58,fragile
2104,10,40,2.0,65.5,4,66,general
2105,10,41,6.0,65.5,6,63,bulk
2106,10,42,10.0,65.5,4,52,general
2107,10,43,14.0,65.5,5,56,fragile
2108,11,44,18.0,65.5,4,68,general
2109,11,45,22.0,65.5,4,56,fast
2110,11,46,26.0,65.5,5,67,bulk
2111,11,47,30.0,65.5,5,58,bulk
2112,0,0,2.0,67.0,5,60,fast
2113,0,1,6.0,67.0,5,55,fast
2114,0,2,10.0,67.0,5,55,bulk
2115,0,3,14.0,67.0,6,52,general
2116,1,4,18.0,67.0,6,67,general
2117,1,5,22.0,67.0,4,69,general
2118,1,6,26.0,67.0,4,59,bulk
2119,1,7,30.0,67.0,5,64,fragile
2120,2,8,2.0,67.0,6,68,general
2121,2,9,6.0,67.0,6,67,general
2122,2,10,10.0,67.0,5,61,general
2123,2,11,14.0,67.0,6,63,fast
2124,3,12,18.0,67.0,4,65,fast
2125,3,13,22.0,67.0,6,56,fragile
2126,3,14,26.0,67.0,6,63,bulk
2127,3,15,30.0,67.0,6,63,general
2128,4,16,2.0,67.0,4,58,general
2129,4,17,6.0,67.0,6,60,general
2130,4,18,10.0,67.0,5,65,fragile
2131,4,19,14.0,67.0,6,56,general
2132,5,20,18.0,67.0,6,65,bulk
2133,5,21,22.0,67.0,5,59,general
2134,5,22,26.0,67.0,5,65,general
2135,5,23,30.0,67.0,4,58,fast
2136,6,24,2.0,67.0,4,54,bulk
2137,6,25,6.0,67.0,4,69,general
2138,6,26,10.0,67.0,5,55,fragile
2139,6,27,14.0,67.0,5,67,fragile
2140,7,28,18.0,67.0,6,57,general
2141,7,29,22.0,67.0,4,56,fast
2142,7,30,26.0,67.0,6,57,fast
2143,7,31,30.0,67.0,6,52,general
2144,8,32,2.0,67.0,4,63,general
2145,8,33,6.0,67.0,4,62,bulk
2146,8,34,10.0,67.0,6,56,fast
2147,8,35,14.0,67.0,6,52,bulk
2148,9,36,18.0,67.0,6,53,bulk
2149,9,37,22.0,67.0,5,68,fragile
2150,9,38,26.0,67.0,6,53,general
2151,9,39,30.0,67.0,4,69,fast
2152,10,40,2.0,67.0,6,66,bulk
2153,10,41,6.0,67.0,5,60,bulk
2154,10,42,10.0,67.0,4,66,fast
2155,10,43,14.0,67.0,4,54,fast
2156,11,44,18.0,67.0,6,69,fragile
2157,11,45,22.0,67.0,4,63,general
2158,11,46,26.0,67.0,4,58,fast
2159,11,47,30.0,67.0,4,67,bulk
2160,0,0,2.0,68.5,5,53,fast
2161,0,1,6.0,68.5,6,62,general
2162,0,2,10.0,68.5,5,61,bulk
2163,0,3,14.0,68.5,5,66,general
2164,1,4,18.0,68.5,5,53,general
2165,1,5,22.0,68.5,5,65,fast
2166,1,6,26.0,68.5,4,52,general
2167,1,7,30.0,68.5,4,54,general
2168,2,8,2.0,68.5,4,64,bulk
2169,2,9,6.0,68.5,4,62,general
2170,2,10,10.0,68.5,6,54,general
2171,2,11,14.0,68.5,5,58,general
2172,3,12,18.0,68.5,6,55,general
2173,3,13,22.0,68.5,5,69,fast
2174,3,14,26.0,68.5,5,62,fast
2175,3,15,30.0,68.5,4,65,general
2176,4,16,2.0,68.5,5,53,fast
2177,4,17,6.0,68.5,4,53,fragile
2178,4,18,10.0,68.5,4,68,fragile
2179,4,19,14.0,68.5,6,57,general
2180,5,20,18.0,68.5,4,56,fragile
2181,5,21,22.0,68.5,6,59,fast
2182,5,22,26.0,68.5,4,56,general
2183,5,23,30.0,68.5,5,69,fragile
2184,6,24,2.0,68.5,6,58,general
2185,6,25,6.0,68.5,5,65,fragile
2186,6,26,10.0,68.5,4,68,fast
2187,6,27,14.0,68.5,4,66,general
2188,7,28,18.0,68.5,6,60,fragile
2189,7,29,22.0,68.5,4,55,fast
2190,7,30,26.0,68.5,5,53,bulk
2191,7,31,30.0,68.5,4,62,bulk
2192,8,32,2.0,68.5,5,55,fast
2193,8,33,6.0,68.5,6,65,fast
2194,8,34,10.0,68.5,5,64,fast
2195,8,35,14.0,68.5,4,57,general
2196,9,36,18.0,68.5,6,58,fragile
2197,9,37,22.0,68.5,6,69,general
2198,9,38,26.0,68.5,5,54,general
2199,9,39,30.0,68.5,4,56,general
2200,10,40,2.0,68.5,5,65,general
2201,10,41,6.0,68.5,5,67,general
2202,10,42,10.0,68.5,4,68,fast
2203,10,43,14.0,68.5,6,66,general
2204,11,44,18.0,68.5,4,62,general
2205,11,45,22.0,68.5,5,68,fast
2206,11,46,26.0,68.5,4,52,general
2207,11,47,30.0,68.5,6,66,fragile
2208,0,0,2.0,70.0,6,56,fast
2209,0,1,6.0,70.0,6,63,general
2210,0,2,10.0,70.0,5,64,bulk
2211,0,3,14.0,70.0,5,63,fast
2212,1,4,18.0,70.0,5,61,general
2213,1,5,22.0,70.0,5,55,general
2214,1,6,26.0,70.0,4,68,general
2215,1,7,30.0,70.0,4,53,general
2216,2,8,2.0,70.0,5,52,general
2217,2,9,6.0,70.0,5,59,bulk
2218,2,10,10.0,70.0,6,65,general
2219,2,11,14.0,70.0,4,59,general
2220,3,12,18.0,70.0,5,69,fast
2221,3,13,22.0,70.0,6,57,general
2222,3,14,26.0,70.0,6,62,fast
2223,3,15,30.0,70.0,6,59,general
2224,4,16,2.0,70.0,6,54,bulk
2225,4,17,6.0,70.0,5,58,general
2226,4,18,10.0,70.0,6,69,bulk
2227,4,19,14.0,70.0,6,55,general
2228,5,20,18.0,70.0,5,54,general
2229,5,21,22.0,70.0,6,64,general
2230,5,22,26.0,70.0,6,61,bulk
2231,5,23,30.0,70.0,5,56,fast
2232,6,24,2.0,70.0,4,65,general
2233,6,25,6.0,70.0,4,60,bulk
2234,6,26,10.0,70.0,6,59,bulk
2235,6,27,14.0,70.0,5,66,fast
2236,7,28,18.0,70.0,4,69,fast
2237,7,29,22.0,70.0,5,53,bulk
2238,7,30,26.0,70.0,6,53,general
2239,7,31,30.0,70.0,6,67,bulk
2240,8,32,2.0,70.0,6,56,general
2241,8,33,6.0,70.0,6,69,general
2242,8,34,10.0,70.0,4,53,bulk
2243,8,35,14.0,70.0,4,62,fragile
2244,9,36,18.0,70.0,6,64,bulk
2245,9,37,22.0,70.0,6,61,fast
2246,9,38,26.0,70.0,5,56,general
2247,9,39,30.0,70.0,4,57,general
2248,10,40,2.0,70.0,6,66,fragile
2249,10,41,6.0,70.0,4,52,bulk
2250,10,42,10.0,70.0,6,53,general
2251,10,43,14.0,70.0,4,63,bulk
2252,11,44,18.0,70.0,5,58,fast
2253,11,45,22.0,70.0,5,52,general
2254,11,46,26.0,70.0,5,64,general
2255,11,47,30.0,70.0,6,69,bulk
2256,0,0,2.0,71.5,5,54,general
2257,0,1,6.0,71.5,5,54,general
2258,0,2,10.0,71.5,6,69,general
2259,0,3,14.0,71.5,5,65,fast
2260,1,4,18.0,71.5,6,53,fast
2261,1,5,22.0,71.5,6,52,general
2262,1,6,26.0,71.5,4,53,fast
2263,1,7,30.0,71.5,6,68,fragile
2264,2,8,2.0,71.5,6,55,bulk
2265,2,9,6.0,71.5,5,52,general
2266,2,10,10.0,71.5,5,59,bulk
2267,2,11,14.0,71.5,6,59,general
2268,3,12,18.0,71.5,5,54,general
2269,3,13,22.0,71.5,6,53,general
2270,3,14,26.0,71.5,5,62,fast
2271,3,15,30.0,71.5,4,60,fast
2272,4,16,2.0,71.5,4,68,general
2273,4,17,6.0,71.5,5,66,general
2274,4,18,10.0,71.5,5,63,fast
2275,4,19,14.0,71.5,6,57,fast
2276,5,20,18.0,71.5,6,62,bulk
2277,5,21,22.0,71.5,5,56,fast
2278,5,22,26.0,71.5,4,60,general
2279,5,23,30.0,71.5,4,61,bulk
2280,6,24,2.0,71.5,5,64,bulk
2281,6,25,6.0,71.5,4,66,bulk
2282,6,26,10.0,71.5,5,63,general
2283,6,27,14.0,71.5,6,64,fast
2284,7,28,18.0,71.5,4,68,bulk
2285,7,29,22.0,71.5,6,65,fragile
2286,7,30,26.0,71.5,6,58,general
2287,7,31,30.0,71.5,4,65,general
2288,8,32,2.0,71.5,6,66,fast
2289,8,33,6.0,71.5,6,66,general
2290,8,34,10.0,71.5,5,59,bulk
2291,8,35,14.0,71.5,6,61,general
2292,9,36,18.0,71.5,4,53,fragile
2293,9,37,22.0,71.5,5,62,general
2294,9,38,26.0,71.5,5,63,fragile
2295,9,39,30.0,71.5,5,64,general
2296,10,40,2.0,71.5,6,61,general
2297,10,41,6.0,71.5,4,62,general
2298,10,42,10.0,71.5,5,57,fragile
2299,10,43,14.0,71.5,6,58,general
2300,11,44,18.0,71.5,6,53,general
2301,11,45,22.0,71.5,5,57,general
2302,11,46,26.0,71.5,6,61,fast
2303,11,47,30.0,71.5,6,52,general
2304,0,0,2.0,73.0,4,69,general
2305,0,1,6.0,73.0,6,68,fast
2306,0,2,10.0,73.0,5,56,fragile
2307,0,3,14.0,73.0,6,61,general
2308,1,4,18.0,73.0,6,57,general
2309,1,5,22.0,73.0,6,53,fragile
2310,1,6,26.0,73.0,6,62,fast
2311,1,7,30.0,73.0,4,68,fragile
2312,2,8,2.0,73.0,6,58,fragile
2313,2,9,6.0,73.0,4,64,general
2314,2,10,10.0,73.0,6,55,general
2315,2,11,14.0,73.0,5,69,fragile
2316,3,12,18.0,73.0,6,64,fast
2317,3,13,22.0,73.0,4,54,fast
2318,3,14,26.0,73.0,5,63,fast
2319,3,15,30.0,73.0,5,59,bulk
2320,4,16,2.0,73.0,5,67,fragile
2321,4,17,6.0,73.0,4,56,general
2322,4,18,10.0,73.0,6,66,general
2323,4,19,14.0,73.0,4,58,fast
2324,5,20,18.0,73.0,4,65,general
2325,5,21,22.0,73.0,4,55,fast
2326,5,22,26.0,73.0,4,52,general
2327,5,23,30.0,73.0,4,54,fragile
2328,6,24,2.0,73.0,5,55,fragile
2329,6,25,6.0,73.0,4,63,general
2330,6,26,10.0,73.0,6,59,fragile
2331,6,27,14.0,73.0,6,53,bulk
2332,7,28,18.0,73.0,6,65,bulk
2333,7,29,22.0,73.0,4,58,general
2334,7,30,26.0,73.0,6,69,general
2335,7,31,30.0,73.0,6,59,fast
2336,8,32,2.0,73.0,5,69,fast
2337,8,33,6.0,73.0,4,69,general
2338,8,34,10.0,73.0,4,62,bulk
2339,8,35,14.0,73.0,5,62,fragile
2340,9,36,18.0,73.0,5,60,fast
2341,9,37,22.0,73.0,5,57,bulk
2342,9,38,26.0,73.0,5,57,bulk
2343,9,39,30.0,73.0,5,57,general
2344,10,40,2.0,73.0,5,69,bulk
2345,10,41,6.0,73.0,6,66,general
2346,10,42,10.0,73.0,6,54,general
2347,10,43,14.0,73.0,5,65,fragile
2348,11,44,18.0,73.0,6,63,general
2349,11,45,22.0,73.0,5,62,bulk
2350,11,46,26.0,73.0,4,57,fragile
2351,11,47,30.0,73.0,4,63,bulk
2352,0,0,2.0,74.5,4,62,bulk
2353,0,1,6.0,74.5,6,61,general
2354,0,2,10.0,74.5,4,59,general
2355,0,3,14.0,74.5,5,69,fast
2356,1,4,18.0,74.5,6,65,general
2357,1,5,22.0,74.5,4,69,fast
2358,1,6,26.0,74.5,5,54,general
2359,1,7,30.0,74.5,4,67,general
2360,2,8,2.0,74.5,6,52,fast
2361,2,9,6.0,74.5,4,63,general
2362,2,10,10.0,74.5,5,65,fragile
2363,2,11,14.0,74.5,6,53,fast
2364,3,12,18.0,74.5,4,62,fast
2365,3,13,22.0,74.5,5,63,fast
2366,3,14,26.0,74.5,4,59,fast
2367,3,15,30.0,74.5,5,64,fast
2368,4,16,2.0,74.5,4,54,fast
2369,4,17,6.0,74.5,5,59,general
2370,4,18,10.0,74.5,4,56,general
2371,4,19,14.0,74.5,5,64,general
2372,5,20,18.0,74.5,6,68,bulk
2373,5,21,22.0,74.5,6,52,bulk
2374,5,22,26.0,74.5,5,59,bulk
2375,5,23,30.0,74.5,6,58,bulk
2376,6,24,2.0,74.5,5,61,general
2377,6,25,6.0,74.5,5,52,general
2378,6,26,10.0,74.5,5,54,general
2379,6,27,14.0,74.5,4,61,fragile
2380,7,28,18.0,74.5,6,52,general
2381,7,29,22.0,74.5,5,55,fragile
2382,7,30,26.0,74.5,5,69,general
2383,7,31,30.0,74.5,5,54,general
2384,8,32,2.0,74.5,6,52,bulk
2385,8,33,6.0,74.5,6,66,fast
2386,8,34,10.0,74.5,4,64,fragile
2387,8,35,14.0,74.5,4,66,general
2388,9,36,18.0,74.5,5,62,general
2389,9,37,22.0,74.5,4,66,fragile
2390,9,38,26.0,74.5,4,59,general
2391,9,39,30.0,74.5,6,62,bulk
2392,10,40,2.0,74.5,6,65,fragile
2393,10,41,6.0,74.5,5,57,fast
2394,10,42,10.0,74.5,6,62,fragile
2395,10,43,14.0,74.5,4,52,bulk
2396,11,44,18.0,74.5,5,58,general
2397,11,45,22.0,74.5,4,56,general
2398,11,46,26.0,74.5,6,69,fragile
2399,11,47,30.0,74.5,4,69,general
2400,0,0,2.0,76.0,6,68,fragile
2401,0,1,6.0,76.0,5,59,bulk
2402,0,2,10.0,76.0,4,62,fast
2403,0,3,14.0,76.0,5,64,fast
2404,1,4,18.0,76.0,5,56,general
2405,1,5,22.0,76.0,6,62,bulk
2406,1,6,26.0,76.0,6,68,fast
2407,1,7,30.0,76.0,5,66,fragile
2408,2,8,2.0,76.0,6,60,general
2409,2,9,6.0,76.0,4,63,fragile
2410,2,10,10.0,76.0,4,64,fast
2411,2,11,14.0,76.0,6,64,fast
2412,3,12,18.0,76.0,6,65,general
2413,3,13,22.0,76.0,4,60,general
2414,3,14,26.0,76.0,6,57,fast
2415,3,15,30.0,76.0,6,52,bulk
2416,4,16,2.0,76.0,6,60,general
2417,4,17,6.0,76.0,4,62,fragile
2418,4,18,10.0,76.0,6,58,general
2419,4,19,14.0,76.0,6,63,fast
2420,5,20,18.0,76.0,6,52,bulk
2421,5,21,22.0,76.0,6,67,fragile
2422,5,22,26.0,76.0,5,67,bulk
2423,5,23,30.0,76.0,6,64,fast
2424,6,24,2.0,76.0,5,57,bulk
2425,6,25,6.0,76.0,5,61,fast
2426,6,26,10.0,76.0,6,60,fast
2427,6,27,14.0,76.0,4,62,fast
2428,7,28,18.0,76.0,4,69,bulk
2429,7,29,22.0,76.0,4,61,general
2430,7,30,26.0,76.0,6,65,general
2431,7,31,30.0,76.0,4,65,general
2432,8,32,2.0,76.0,4,53,fast
2433,8,33,6.0,76.0,4,64,fragile
2434,8,34,10.0,76.0,6,52,fast
2435,8,35,14.0,76.0,4,62,general
2436,9,36,18.0,76.0,6,60,bulk
2437,9,37,22.0,76.0,6,59,fast
2438,9,38,26.0,76.0,5,54,fast
2439,9,39,30.0,76.0,4,65,fast
2440,10,40,2.0,76.0,6,52,fragile
2441,10,41,6.0,76.0,4,61,fast
2442,10,42,10.0,76.0,5,68,general
2443,10,43,14.0,76.0,6,56,bulk
2444,11,44,18.0,76.0,6,64,general
2445,11,45,22.0,76.0,6,58,fast
2446,11,46,26.0,76.0,5,52,general
2447,11,47,30.0,76.0,4,53,fast
2448,0,0,2.0,77.5,4,63,general
2449,0,1,6.0,77.5,5,54,fragile
2450,0,2,10.0,77.5,6,67,fragile
2451,0,3,14.0,77.5,5,68,general
2452,1,4,18.0,77.5,5,61,general
2453,1,5,22.0,77.5,6,66,general
2454,1,6,26.0,77.5,4,55,fast
2455,1,7,30.0,77.5,4,56,fragile
2456,2,8,2.0,77.5,5,69,fast
2457,2,9,6.0,77.5,6,52,bulk
2458,2,10,10.0,77.5,6,55,fragile
2459,2,11,14.0,77.5,4,53,general
2460,3,12,18.0,77.5,4,67,fast
2461,3,13,22.0,77.5,5,55,fragile
2462,3,14,26.0,77.5,6,58,fragile
2463,3,15,30.0,77.5,6,66,fragile
2464,4,16,2.0,77.5,5,59,fast
2465,4,17,6.0,77.5,4,54,fast
2466,4,18,10.0,77.5,4,66,general
2467,4,19,14.0,77.5,6,55,general
2468,5,20,18.0,77.5,5,55,general
2469,5,21,22.0,77.5,5,65,general
2470,5,22,26.0,77.5,5,64,fast
2471,5,23,30.0,77.5,4,67,fast
2472,6,24,2.0,77.5,5,66,fast
2473,6,25,6.0,77.5,5,67,general
2474,6,26,10.0,77.5,4,54,general
2475,6,27,14.0,77.5,4,69,general
2476,7,28,18.0,77.5,6,59,bulk
2477,7,29,22.0,77.5,5,63,fast
2478,7,30,26.0,77.5,4,53,fast
2479,7,31,30.0,77.5,5,64,general
2480,8,32,2.0,77.5,5,66,fast
2481,8,33,6.0,77.5,6,68,fast
2482,8,34,10.0,77.5,4,58,general
2483,8,35,14.0,77.5,6,68,bulk
2484,9,36,18.0,77.5,6,56,general
2485,9,37,22.0,77.5,6,52,fragile
2486,9,38,26.0,77.5,4,64,fast
2487,9,39,30.0,77.5,5,65,bulk
2488,10,40,2.0,77.5,5,65,fragile
2489,10,41,6.0,77.5,6,63,fragile
2490,10,42,10.0,77.5,6,55,general
2491,10,43,14.0,77.5,6,67,fragile
2492,11,44,18.0,77.5,6,61,bulk
2493,11,45,22.0,77.5,5,55,bulk
2494,11,46,26.0,77.5,4,58,fragile
2495,11,47,30.0,77.5,4,65,general
2496,0,0,2.0,79.0,4,62,fast
2497,0,1,6.0,79.0,5,68,general
2498,0,2,10.0,79.0,5,59,fast
2499,0,3,14.0,79.0,6,53,general
2500,1,4,18.0,79.0,4,69,general
2501,1,5,22.0,79.0,5,56,fast
2502,1,6,26.0,79.0,5,58,fragile
2503,1,7,30.0,79.0,4,60,general
2504,2,8,2.0,79.0,4,62,general
2505,2,9,6.0,79.0,6,67,general
2506,2,10,10.0,79.0,5,59,general
2507,2,11,14.0,79.0,5,68,general
2508,3,12,18.0,79.0,5,57,general
2509,3,13,22.0,79.0,4,58,general
2510,3,14,26.0,79.0,4,63,general
2511,3,15,30.0,79.0,6,69,fragile
2512,4,16,2.0,79.0,6,53,fragile
2513,4,17,6.0,79.0,5,67,fast
2514,4,18,10.0,79.0,5,66,general
2515,4,19,14.0,79.0,5,57,bulk
2516,5,20,18.0,79.0,6,64,general
2517,5,21,22.0,79.0,5,68,fast
2518,5,22,26.0,79.0,5,67,fast
2519,5,23,30.0,79.0,5,54,general
2520,6,24,2.0,79.0,5,54,general
2521,6,25,6.0,79.0,6,57,fast
2522,6,26,10.0,79.0,5,57,general
2523,6,27,14.0,79.0,6,62,fast
2524,7,28,18.0,79.0,5,64,general
2525,7,29,22.0,79.0,4,54,general
2526,7,30,26.0,79.0,4,53,general
2527,7,31,30.0,79.0,5,60,general
2528,8,32,2.0,79.0,5,65,fast
2529,8,33,6.0,79.0,4,66,fast
2530,8,34,10.0,79.0,6,56,general
2531,8,35,14.0,79.0,5,54,general
2532,9,36,18.0,79.0,6,67,fragile
2533,9,37,22.0,79.0,6,64,general
2534,9,38,26.0,79.0,4,67,fragile
2535,9,39,30.0,79.0,5,67,general
2536,10,40,2.0,79.0,4,55,general
2537,10,41,6.0,79.0,6,68,bulk
2538,10,42,10.0,79.0,5,65,bulk
2539,10,43,14.0,79.0,4,66,general
2540,11,44,18.0,79.0,6,60,fragile
2541,11,45,22.0,79.0,5,64,general
2542,11,46,26.0,79.0,4,60,bulk
2543,11,47,30.0,79.0,4,66,fragile
2544,0,0,2.0,80.5,4,65,fast
2545,0,1,6.0,80.5,4,54,fast
2546,0,2,10.0,80.5,5,65,fast
2547,0,3,14.0,80.5,5,62,general
2548,1,4,18.0,80.5,5,52,general
2549,1,5,22.0,80.5,6,69,fragile
2550,1,6,26.0,80.5,5,64,fragile
2551,1,7,30.0,80.5,6,69,fragile
2552,2,8,2.0,80.5,4,59,fragile
2553,2,9,6.0,80.5,4,62,bulk
2554,2,10,10.0,80.5,4,63,fragile
2555,2,11,14.0,80.5,4,63,general
2556,3,12,18.0,80.5,6,59,fast
2557,3,13,22.0,80.5,4,62,bulk
2558,3,14,26.0,80.5,4,57,fast
2559,3,15,30.0,80.5,5,59,fragile
2560,4,16,2.0,80.5,4,68,fast
2561,4,17,6.0,80.5,6,57,general
2562,4,18,10.0,80.5,4,68,fast
2563,4,19,14.0,80.5,5,56,fast
2564,5,20,18.0,80.5,5,57,fast
2565,5,21,22.0,80.5,6,60,fast
2566,5,22,26.0,80.5,6,66,general
2567,5,23,30.0,80.5,5,55,general
2568,6,24,2.0,80.5,5,54,fast
2569,6,25,6.0,80.5,6,56,general
2570,6,26,10.0,80.5,5,60,general
2571,6,27,14.0,80.5,5,53,bulk
2572,7,28,18.0,80.5,5,60,general
2573,7,29,22.0,80.5,6,60,fast
2574,7,30,26.0,80.5,6,55,fast
2575,7,31,30.0,80.5,4,62,bulk
2576,8,32,2.0,80.5,4,66,general
2577,8,33,6.0,80.5,6,61,fast
2578,8,34,10.0,80.5,5,53,bulk
2579,8,35,14.0,80.5,4,54,general
2580,9,36,18.0,80.5,4,68,fast
2581,9,37,22.0,80.5,5,67,general
2582,9,38,26.0,80.5,5,67,general
2583,9,39,30.0,80.5,4,64,general
2584,10,40,2.0,80.5,6,69,general
2585,10,41,6.0,80.5,5,63,general
2586,10,42,10.0,80.5,4,58,fragile
2587,10,43,14.0,80.5,4,55,general
2588,11,44,18.0,80.5,5,67,fast
2589,11,45,22.0,80.5,5,65,fragile
2590,11,46,26.0,80.5,5,61,general
2591,11,47,30.0,80.5,5,64,general
2592,0,0,2.0,82.0,5,65,fast
2593,0,1,6.0,82.0,4,59,general
2594,0,2,10.0,82.0,6,64,general
2595,0,3,14.0,82.0,6,64,general
2596,1,4,18.0,82.0,6,54,general
2597,1,5,22.0,82.0,5,56,general
2598,1,6,26.0,82.0,6,61,general
2599,1,7,30.0,82.0,6,62,bulk
2600,2,8,2.0,82.0,4,62,general
2601,2,9,6.0,82.0,6,59,fast
2602,2,10,10.0,82.0,5,65,fast
2603,2,11,14.0,82.0,6,60,fragile
2604,3,12,18.0,82.0,6,63,general
2605,3,13,22.0,82.0,6,60,general
2606,3,14,26.0,82.0,6,63,fragile
2607,3,15,30.0,82.0,6,59,fragile
2608,4,16,2.0,82.0,6,52,fast
2609,4,17,6.0,82.0,6,56,fast
2610,4,18,10.0,82.0,6,54,fragile
2611,4,19,14.0,82.0,6,59,fragile
2612,5,20,18.0,82.0,5,59,fragile
2613,5,21,22.0,82.0,5,65,bulk
2614,5,22,26.0,82.0,4,63,bulk
2615,5,23,30.0,82.0,4,63,general
2616,6,24,2.0,82.0,6,66,fragile
2617,6,25,6.0,82.0,6,62,general
2618,6,26,10.0,82.0,5,56,general
2619,6,27,14.0,82.0,4,59,fast
2620,7,28,18.0,82.0,4,61,bulk
2621,7,29,22.0,82.0,6,68,fragile
2622,7,30,26.0,82.0,4,59,fragile
2623,7,31,30.0,82.0,6,55,fast
2624,8,32,2.0,82.0,4,53,fast
2625,8,33,6.0,82.0,5,65,general
2626,8,34,10.0,82.0,6,64,bulk
2627,8,35,14.0,82.0,4,59,bulk
2628,9,36,18.0,82.0,4,52,bulk
2629,9,37,22.0,82.0,5,52,general
2630,9,38,26.0,82.0,6,65,fast
2631,9,39,30.0,82.0,6,59,general
2632,10,40,2.0,82.0,5,57,general
2633,10,41,6.0,82.0,4,63,fast
2634,10,42,10.0,82.0,4,52,fast
2635,10,43,14.0,82.0,6,69,general
2636,11,44,18.0,82.0,5,69,fast
2637,11,45,22.0,82.0,6,67,fast
2638,11,46,26.0,82.0,6,53,fragile
2639,11,47,30.0,82.0,6,66,general
2640,0,0,2.0,83.5,4,69,general
2641,0,1,6.0,83.5,5,69,fast
2642,0,2,10.0,83.5,5,64,fast
2643,0,3,14.0,83.5,6,62,fast
2644,1,4,18.0,83.5,6,64,general
2645,1,5,22.0,83.5,4,52,general
2646,1,6,26.0,83.5,6,66,general
2647,1,7,30.0,83.5,6,56,general
2648,2,8,2.0,83.5,6,60,fragile
2649,2,9,6.0,83.5,6,66,bulk
2650,2,10,10.0,83.5,4,52,bulk
2651,2,11,14.0,83.5,5,58,fragile
2652,3,12,18.0,83.5,4,58,fragile
2653,3,13,22.0,83.5,4,66,general
2654,3,14,26.0,83.5,4,67,general
2655,3,15,30.0,83.5,6,58,fast
2656,4,16,2.0,83.5,5,53,fast
2657,4,17,6.0,83.5,5,56,general
2658,4,18,10.0,83.5,4,54,fragile
2659,4,19,14.0,83.5,4,58,fragile
2660,5,20,18.0,83.5,4,61,general
2661,5,21,22.0,83.5,6,55,general
2662,5,22,26.0,83.5,5,53,general
2663,5,23,30.0,83.5,6,54,general
2664,6,24,2.0,83.5,4,62,general
2665,6,25,6.0,83.5,6,60,fast
2666,6,26,10.0,83.5,5,67,general
2667,6,27,14.0,83.5,5,69,fast
2668,7,28,18.0,83.5,6,55,general
2669,7,29,22.0,83.5,4,68,general
2670,7,30,26.0,83.5,5,61,general
2671,7,31,30.0,83.5,5,65,general
2672,8,32,2.0,83.5,6,53,general
2673,8,33,6.0,83.5,5,65,fast
2674,8,34,10.0,83.5,5,64,fast
2675,8,35,14.0,83.5,5,63,fast
2676,9,36,18.0,83.5,4,59,fast
2677,9,37,22.0,83.5,4,65,fast
2678,9,38,26.0,83.5,6,60,bulk
2679,9,39,30.0,83.5,4,58,fast
2680,10,40,2.0,83.5,5,57,general
2681,10,41,6.0,83.5,4,67,fragile
2682,10,42,10.0,83.5,6,61,fragile
2683,10,43,14.0,83.5,4,66,general
2684,11,44,18.0,83.5,5,67,general
2685,11,45,22.0,83.5,5,66,general
2686,11,46,26.0,83.5,5,64,fragile
2687,11,47,30.0,83.5,5,59,general
2688,0,0,2.0,85.0,4,61,general
2689,0,1,6.0,85.0,6,59,general
2690,0,2,10.0,85.0,6,57,general
2691,0,3,14.0,85.0,5,67,fast
2692,1,4,18.0,85.0,6,58,general
2693,1,5,22.0,85.0,5,68,fast
2694,1,6,26.0,85.0,5,68,bulk
2695,1,7,30.0,85.0,4,67,general
2696,2,8,2.0,85.0,5,65,general
2697,2,9,6.0,85.0,4,61,general
2698,2,10,10.0,85.0,6,56,fragile
2699,2,11,14.0,85.0,4,54,fast
2700,3,12,18.0,85.0,4,65,general
2701,3,13,22.0,85.0,4,62,general
2702,3,14,26.0,85.0,4,65,general
2703,3,15,30.0,85.0,4,56,general
2704,4,16,2.0,85.0,4,67,general
2705,4,17,6.0,85.0,5,67,general
2706,4,18,10.0,85.0,4,64,fragile
2707,4,19,14.0,85.0,4,68,general
2708,5,20,18.0,85.0,6,54,fragile
2709,5,21,22.0,85.0,4,62,fragile
2710,5,22,26.0,85.0,6,62,general
2711,5,23,30.0,85.0,6,63,fast
2712,6,24,2.0,85.0,4,52,fragile
2713,6,25,6.0,85.0,5,54,general
2714,6,26,10.0,85.0,4,61,bulk
2715,6,27,14.0,85.0,5,56,general
2716,7,28,18.0,85.0,5,52,fast
2717,7,29,22.0,85.0,6,68,fast
2718,7,30,26.0,85.0,5,66,fast
2719,7,31,30.0,85.0,6,66,general
2720,8,32,2.0,85.0,5,57,bulk
2721,8,33,6.0,85.0,6,66,general
2722,8,34,10.0,85.0,4,68,fragile
2723,8,35,14.0,85.0,5,53,general
2724,9,36,18.0,85.0,4,64,bulk
2725,9,37,22.0,85.0,4,55,general
2726,9,38,26.0,85.0,6,67,fast
2727,9,39,30.0,85.0,6,64,fragile
2728,10,40,2.0,85.0,4,64,bulk
2729,10,41,6.0,85.0,5,64,general
